0.032;0;0;0.08;15.9;0;22.8;28;-0.2;22.8;20;19.8
0.083;0.159;0.01;0.44;15.9;-8;22.8;28.1;6.5;22.8;20.1;19.8
0.122;58.934;3.73;52.37;15.8;0;23.2;28.1;8.1;22.7;20.1;19.9
0.165;63.358;4.01;57.06;15.8;-3;22.8;28.1;9.8;22.8;20;19.9
0.202;70.493;4.49;59.5;15.7;0;22.8;28.1;8.8;22.7;20;19.9
0.246;69.08;4.4;57.91;15.7;135;22.8;28.1;9.9;22.8;20.1;19.9
0.286;65.626;4.18;60.45;15.7;150;22.8;28.1;9.4;22.8;20.1;19.8
0.325;70.179;4.47;60.88;15.7;231;22.7;28.1;8.1;22.8;20.1;19.9
0.4;65.469;4.17;56.73;15.7;453;22.7;28.1;6.5;22.7;20.1;19.8
0.445;45.662;2.89;51.23;15.8;872;22.7;28.1;-5.5;22.8;20.1;19.8
0.483;109.044;6.99;71.53;15.6;96;22.8;28.1;11.9;22.7;20;19.8
0.524;136.188;8.73;86.31;15.6;34;22.7;28.1;13.2;22.7;20.1;19.8
0.561;141.36;9.12;87.28;15.5;0;22.4;28.1;13.1;22.7;20.1;19.9
0.599;148.335;9.57;88.1;15.5;151;22.7;28.1;12.1;22.7;20.1;19.9
0.643;141.67;9.14;87.88;15.5;189;22.7;28.1;12.5;22.7;20.1;19.8
0.684;138.528;8.88;85.52;15.6;316;22.7;28.1;13.5;24.8;20.1;19.9
0.721;121.68;7.8;81.97;15.6;476;22.7;28.1;10.4;22.7;20.1;19.9
0.763;103.74;6.65;74.42;15.6;626;22.7;28.1;11.5;22.7;20.1;19.9
0.801;103.272;6.62;72.66;15.6;693;22.7;28.1;9.8;22.7;20.1;19.8
0.879;53.223;3.39;45.08;15.7;1325;22.7;28.1;9.7;22.7;20.2;19.8
0.891;21.014;1.33;22.19;15.8;1844;22.7;28.1;5.3;22.7;20.1;19.9
0.921;1.896;0.12;3.47;15.8;1983;22.7;28.1;4.9;22.5;20.1;19.9
0.963;0;0;-0.15;15.9;2000;22.7;28.1;2;22.8;20.1;19.9
1.001;0.477;0.03;-0.87;15.9;1986;22.7;28.1;1.6;22.7;20;19.8
1.043;0.636;0.04;-2.32;15.9;1859;22.7;28.1;1.4;22.7;20.1;19.9
1.08;0.159;0.01;-1.36;15.9;1707;22.7;28.1;3.6;22.7;20.1;19.9
1.119;3.18;0.2;6.08;15.9;1533;22.7;28.1;4.3;22.6;20.1;19.9
1.158;3.498;0.22;6.47;15.9;1483;22.7;28.2;4.2;22.7;20.1;19.9
1.199;2.385;0.15;4.72;15.9;1487;22.7;28.2;4.1;22.7;20.1;19.9
1.238;1.431;0.09;3.32;15.9;1494;22.7;28.2;4.1;22.7;20.1;19.9
1.279;0.795;0.05;1.74;15.9;1465;22.7;28.2;3.3;22.7;20.1;19.8
1.331;0.318;0.02;0.78;15.9;1502;22.7;28.2;0.8;22.7;20.1;19.8
1.367;0.636;0.04;1.42;15.9;1409;22.7;28.2;2.4;22.7;20.1;19.9
1.4;0.795;0.05;0.48;15.9;1325;22.7;28.2;4.7;22.7;20.1;19.9
1.44;1.272;0.08;2.97;15.9;1317;22.7;28.2;3.8;22.7;20.2;19.7
1.479;0.795;0.05;1.92;15.9;1311;22.7;28.2;2.8;22.8;20.1;19.8
1.522;1.272;0.08;3.19;15.9;1341;22.7;28.2;0.8;22.7;20;19.9
1.559;0.795;0.05;2.21;15.9;1317;22.7;28.2;0.2;22.7;20.1;19.9
1.6;1.113;0.07;2.01;15.9;1200;22.7;28.3;3.7;22.7;20.1;19.9
1.642;0.636;0.04;1.69;15.9;1196;22.7;28.3;4.4;22.7;20.1;19.8
1.679;0.795;0.05;1.98;15.9;1189;22.7;28.3;4.3;22.7;20.1;19.9
