0.033;0.845;0.05;1.07;16.9;0;20;17.8;-0.2;19.9;17.4;17.3
0.073;3.36;0.2;2.49;16.8;-12;19.9;17.8;8.7;19.9;17.4;17.3
0.112;56.448;3.36;52.61;16.8;1;19.9;17.8;8.5;19.9;17.3;17.3
0.153;60.788;3.64;53.33;16.7;-75;20;17.8;8.9;19.9;17.4;17.3
0.192;63.46;3.8;58.5;16.7;89;19.9;17.8;8.5;19.9;17.3;17.3
0.232;67.802;4.06;55.12;16.7;213;19.9;17.8;8.6;19.9;17.4;17.3
0.272;43.176;2.57;50.05;16.8;398;20;17.8;6.4;19.9;17.4;17.4
0.312;39.984;2.38;44.41;16.8;520;19.9;17.8;6.9;19.9;17.5;17.4
0.352;65.297;3.91;54.24;16.7;37;19.9;17.8;9.2;19.9;17.4;17.3
0.392;100.43;6.05;74.84;16.6;16;19.9;17.8;10.7;20;17.5;17.4
0.432;105.043;6.29;75.77;16.7;146;19.9;17.8;9.8;19.9;17.4;17.3
0.472;100.264;6.04;72.73;16.6;229;20;17.8;10.1;19.9;17.4;17.4
0.523;81.329;4.87;65.45;16.7;502;19.9;17.8;8.9;19.9;17.4;17.3
0.552;61.289;3.67;57.41;16.7;627;19.9;17.8;8.8;19.9;17.4;17.4
0.592;84.826;5.11;64.8;16.6;44;19.9;17.8;11.1;19.9;17.4;17.3
0.632;122.84;7.4;76.75;16.6;475;20;17.8;11.7;19.9;17.4;17.4
0.672;50.768;3.04;40.16;16.7;1273;20;17.8;7.7;20;17.4;17.3
0.712;8.736;0.52;10.16;16.8;1768;20;17.8;5.1;19.9;17.5;17.4
0.752;-0.168;-0.01;-1.55;16.8;1884;20;17.8;2;20;17.5;17.4
0.792;1.008;0.06;-4.38;16.8;1929;20;17.8;2;19.9;17.4;17.4
0.832;1.512;0.09;-5.38;16.8;1857;20;17.8;1.4;20;17.5;17.4
0.872;0;0;-3.42;16.8;1557;20;17.8;3.2;20.1;17.5;17.5
0.912;2.688;0.16;4.71;16.8;1412;20;17.8;4.6;20;17.4;17.5
0.953;5.04;0.3;7.93;16.8;1349;20;17.8;4.9;20.1;17.5;17.5
1.023;3.528;0.21;5.84;16.8;1395;20;17.8;3.8;20;17.5;17.4
1.032;0.504;0.03;1.29;16.8;1410;20;17.8;3.7;20;17.5;17.4
1.071;1.344;0.08;2.59;16.8;1408;20;17.8;2.7;20.1;17.5;17.4
1.112;0.84;0.05;1.81;16.8;1379;20;17.8;2.6;20;17.4;17.3
1.152;0.84;0.05;1.81;16.8;1303;20;17.8;4;20.1;17.5;17.4
1.192;1.008;0.06;1.9;16.8;1260;20.1;17.8;4.2;20;17.4;17.4
1.232;1.008;0.06;2.3;16.8;1253;20;17.8;4;20.1;17.5;17.4
1.272;1.176;0.07;2.57;16.8;1259;20.1;17.8;3.9;20.1;17.4;17.4
1.312;1.68;0.1;3.4;16.8;1257;20.1;17.8;2.7;20;17.4;17.4
1.352;1.512;0.09;3.13;16.8;1180;20.1;17.8;4.3;20.1;17.5;17.5
1.392;1.008;0.06;2.13;16.8;1161;20.1;17.8;4.1;20;17.4;17.4
1.432;0.84;0.05;1.96;16.8;1173;20.1;17.8;4;20.1;17.5;17.4
1.472;1.176;0.07;2.62;16.8;1201;20.1;17.8;2.1;20.1;17.4;17.4
1.522;1.183;0.07;2.51;16.9;1192;20.1;17.8;1.9;20.1;17.5;17.4
1.551;1.512;0.09;3.12;16.8;1097;20.1;17.8;4.3;20.2;17.5;17.4
1.592;0.84;0.05;1.84;16.8;1123;20.2;17.8;3.8;20.2;17.4;17.3
1.632;1.176;0.07;2.69;16.8;1154;20.2;17.8;2.3;20.2;17.5;17.5
1.672;1.68;0.1;3.3;16.8;1112;20.2;17.8;3.1;20.2;17.4;17.3
1.712;1.008;0.06;2.05;16.8;1075;20.2;17.8;4;20.2;17.5;17.4
1.752;0.84;0.05;2;16.8;1080;20.2;17.8;4.1;20.2;17.6;17.5
1.792;1.344;0.08;2.95;16.8;1131;20.2;17.8;1.8;20.2;17.5;17.4
1.832;1.344;0.08;2.85;16.8;1055;20.2;17.8;3.9;20.2;17.5;17.4
